css-901oao,css-4rbku5 href,UserId,Tweet_Url,Date,Tweets,Comments,Retweets,Likes,Likes
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1232970305611628544,"Feb 27, 2020",7 ways to trick yourself into working out when it's the last thing you want to do,1,2,25,"1. Start by showing up.
2. Make short workouts harder ( yes 15- 20 min is also enough)
3. Reward yourself with something fun post…"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1232579655762358273,"Feb 26, 2020",,1,3,59,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1232262745669525504,"Feb 25, 2020","“ I have not always chosen the safest path. I've made my mistakes. I sometimes jump too soon. But I've learned something important along the way: to heed the call of my heart, that the safest path is not always the best path & the voice of fear is not always to be trusted”",8,12,215,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1232241918937108481,"Feb 25, 2020","I have not always chosen the safest path. I've made my mistakes, plenty of them. I sometimes jump too soon and fail to appreciate the consequences. But I've learned something important along the way: I've learned to…",1,2,20,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1231896378730639361,"Feb 24, 2020","I am extraordinarily patient, provided I get my own way in the end",12,14,380,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1231540604053491713,"Feb 23, 2020",Sunday Vibes,9,11,386,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1231540056411631616,"Feb 23, 2020",,1,3,27,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1231116424929824768,"Feb 22, 2020",HAPPY BIRTHDAYYYYY TO MINEEEEEEEE,2,30,,Tiny not so Tiny anymore
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1230806009783865344,"Feb 21, 2020","Just a warrior. 
Dressed up like a doll",10,9,409,
,https://twitter.com/JoelOsteen,@JoelOsteen,https://twitter.com/JoelOsteen/status/1230684820642189317,"Feb 21, 2020",Sometimes we’re being frustrated by people that are never going to be for us. God has already ordained the right people to come into your life to help you reach your destiny. They’ll be for you through thick and thin. They’ll encourage you when nobody else is around.,708,5.3K,21K,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1230796332341825538,"Feb 21, 2020",,1,1,18,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1230072582679908352,"Feb 19, 2020",,1,23,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1229701592611479552,"Feb 18, 2020",,6,9,319,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1229352819003658240,"Feb 17, 2020",,11,13,372,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1229352610785828864,"Feb 17, 2020",,13,,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1228971541666418693,"Feb 16, 2020",,25,,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1228970712544747521,"Feb 16, 2020",Hahahahaha,2,30,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1228626965608816640,"Feb 15, 2020","If you learn to really sit with loneliness and embrace it, it is an opportunity to get to know YOU, to learn how strong you really are, to depend on no one but YOU for your happiness..a little loneliness goes a LONG way in creating a richer, deeper, more vibrant and colorful YOU!",2,6,164,
"There is freedom waiting for you,
On the breezes of the sky,
And you ask ""What if I fall?""
Oh but my darling,
What if you fly?",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1228235074719477760,"Feb 14, 2020",LOVE FAITH MAGIC,1,2,27,Art work credit
Happy Valentines…,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1228234165788672000,"Feb 14, 2020",LOVE FAITH MAGIC,1,18,,Art work credit galleryxlondon
will be in,https://twitter.com/nikhilchinapa,@nikhilchinapa,https://twitter.com/nikhilchinapa/status/1227582903904653314,"Feb 12, 2020",We’ve decided to disrupt things a bit at,11,55,181,"! 

We closed our 2020 festival by announcing our first headliners for"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1227955087642771456,"Feb 13, 2020",,2,1,25,@EngifestDtu
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1227890272341762048,"Feb 13, 2020",Times of great calamity and confusion have been productive for the greatest minds. The purest ore is produced from the hottest furnace. The brightest thunder-bolt is elicited from the darkest storm.,6,8,268,
will be in,https://twitter.com/nikhilchinapa,@nikhilchinapa,https://twitter.com/nikhilchinapa/status/1227582903904653314,"Feb 12, 2020",We’ve decided to disrupt things a bit at,11,55,181,"! 

We closed our 2020 festival by announcing our first headliners for"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1227499082173698048,"Feb 12, 2020",Human has not acknowledged me for 3 minutes,3,27,,must check if she’s breathing
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1227146274559942656,"Feb 11, 2020",You do not find the happy life - YOU MAKE IT,3,10,263,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1227144992990339072,"Feb 11, 2020",You do not find the happy life - YOU MAKE IT,17,,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1227144111662272512,"Feb 11, 2020","You do not find the happy life 
- YOU MAKE IT",1,16,,
Fashion Stylist | @jaadu_sidhu,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1226795748584353792,"Feb 10, 2020",,3,5,167,".in
Photographed by |"
Fashion Stylist |,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1226795608163389440,"Feb 10, 2020",,2,23,,Photographed by |
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1226416275364208640,"Feb 9, 2020",ALL MINE,1,31,,
,https://twitter.com/rajcheerfull,@rajcheerfull,https://twitter.com/rajcheerfull/status/1225460691114450946,"Feb 6, 2020","“History will have to record that the greatest tragedy of this period of social transition was not the strident clamor of the bad people, but the appalling silence of the good people.”  - Martin Luther King, Jr.",22,133,435,
@ Radio Club,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1225708537927622656,"Feb 7, 2020",,1,1,21,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1225689936285683713,"Feb 7, 2020","You can only hold a smile for so long, after that it's just teeth",2,4,144,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1225689746988363783,"Feb 7, 2020","You can only hold a smile for so long, after that it's just teeth",2,3,104,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1225689542268555264,"Feb 7, 2020","You can only hold a smile for so long, after that it's just teeth",1,11,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1225334763290025984,"Feb 6, 2020",The hardest lift of all is lifting your butt off the couch,2,5,178,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1225334555562987521,"Feb 6, 2020",The hardest lift of all is lifting your butt off the couch,1,1,15,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1224948717263970304,"Feb 5, 2020","Dear God, I have no idea where you are taking me, but I trust you",2,2,29,@ In My Head
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1225334763290025984,"Feb 6, 2020",The hardest lift of all is lifting your butt off the couch,2,5,178,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1224939631218692097,"Feb 5, 2020","God I have no idea where you are taking me, but I trust you",22,25,777,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1224349934591315969,"Feb 3, 2020",,26,,,@jokermovie
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1224349399171633152,"Feb 3, 2020",,3,5,205,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1225334763290025984,"Feb 6, 2020",The hardest lift of all is lifting your butt off the couch,2,5,178,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1224255689155121152,"Feb 3, 2020",,3,25,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1223899994706599937,"Feb 2, 2020",Yaaasss,3,19,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1223536955146887169,"Feb 1, 2020","Every day, a new opportunity to decide where your next step will go is given to you. Your future will be determined by the accumulation of these daily decisions. You control your steps and therefore your destiny, so choose wisely",10,14,278,"– Kevin Ngo
Shot by"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1224349934591315969,"Feb 3, 2020",,26,,,@jokermovie
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1223191165396234240,"Jan 31, 2020",,2,15,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1222816079350849537,"Jan 30, 2020",Learning Jetsurfing with xcitewatersports Sports for the first time ever in India,1,3,22,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1222064543549083648,"Jan 28, 2020","Pursue what catches your heart, not what catches the eye",11,23,433,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1224349934591315969,"Feb 3, 2020",,26,,,@jokermovie
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1221717105021804545,"Jan 27, 2020",Wait for it,1,3,26,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1221677114493149184,"Jan 27, 2020",Morning,4,68,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1221676250932154368,"Jan 27, 2020",,1,15,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1221395023683559427,"Jan 26, 2020","Patience. So much of this was patience - waiting, and thinking and doing things right. So much of all this, so much of all living was patience and thinking",5,9,201,
"@ India, Mumbai,…",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1221393091531345920,"Jan 26, 2020","Patience. So much of this was patience - waiting, and thinking and doing things right. So much of all this, so much of all living was patience and thinking",3,17,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1219881474146455553,"Jan 22, 2020",I don’t have mood swings. I have food swings,2,18,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1219517452301881345,"Jan 21, 2020",Mood as wild as my hair,3,9,277,Shot by
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1219184401025847298,"Jan 20, 2020",,2,17,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1217405066249940992,"Jan 15, 2020",You have to fight through some bad days to earn the best days of your life,3,22,,Shot by
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1216985026174210048,"Jan 14, 2020",,1,10,77,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1216197895768231936,"Jan 12, 2020","Just know it’s not easy for ANYONE. So the fact that you decided to push yourself and squeezed in an hour from your busy day, is already a WIN. It shows that YOU LOVE YOU, you look out for your health, you believe…",1,1,22,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1215601734245945344,"Jan 10, 2020",Always make decisions that prioritize  your inner peace,2,1,16,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1215600974636576768,"Jan 10, 2020",Always make decisions that prioritize your inner peace,9,7,239,".
.
.
Shot by"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1214518308751495168,"Jan 7, 2020",YAAAASSSS,1,23,,
@ Goa,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1213745917163114496,"Jan 5, 2020",Golden and glamorous during the,2,32,,.
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1212980456422985729,"Jan 3, 2020","If you love life, life will love you back",3,5,147,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1212980144941473793,"Jan 3, 2020","If you love life, life will love you back",1,11,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1211990327281643520,"Dec 31, 2019","Just want to say a BIG THANK YOU to every one of you that’s been around and constantly sent your love and support. 
2019 has been such an important year for me and I really can’t thank you enough for being here.…",2,3,35,
,https://twitter.com/garyvee,@garyvee,https://twitter.com/garyvee/status/1211134795138224129,"Dec 29, 2019",It should be hard!,207,546,3K,
".
.
.
.",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1211187123740725249,"Dec 29, 2019","And if doesn’t, make a different choice",2,24,,
".
.
.
Shot by",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1210430063130238976,"Dec 27, 2019",The magic in new beginnings is truly the most powerful of them all,18,13,435,#2020
".
.
.
Shot by",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1210426218958524416,"Dec 27, 2019",The magic in new beginnings is truly the most powerful of them all,2,1,19,#2020
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1210086203355086849,"Dec 26, 2019","Take a break and chill because this is the time of the year to rejoice, celebrate and also feel rewarded",5,6,139,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1210081550282321920,"Dec 26, 2019","Take a break and chill because this is the time of the year to rejoice, celebrate and also feel rewarded",2,18,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1210086203355086849,"Dec 26, 2019","Take a break and chill because this is the time of the year to rejoice, celebrate and also feel rewarded",5,6,139,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1209404883960549376,"Dec 24, 2019",Mood,8,9,279,
